"rt","response","trial_type","trial_index","time_elapsed","internal_node_id","load_time","success","jspsych_start_time","item_width_mm","item_height_mm","item_width_px","px2mm","view_dist_mm","item_width_deg","px2deg","win_width_deg","win_height_deg","stimulus","response_type","key_press","avg_frame_time","center_x","center_y","rastoc-type","stimulus-coordinate","calibration-id","calibration-point-id","inner-width","inner-height","webgazer_data","webgazer_targets","session-id","validation-id","tracked-trial-id","trial-tag","start-x","start-y","events"
"null","null","psychophysics","46","142904","0.0-5.0-2.0-1.18-0.18","","","","","","","","","","","","","","key","null","25.007000000000215","960","536","tracked-stimulus","","","","","","[{""x"":900,""y"":582,""t"":0},{""x"":856,""y"":587,""t"":57},{""x"":863,""y"":606,""t"":107},{""x"":873,""y"":550,""t"":165},{""x"":925,""y"":531,""t"":191},{""x"":992,""y"":567,""t"":243},{""x"":991,""y"":546,""t"":294},{""x"":1191,""y"":403,""t"":342},{""x"":1362,""y"":259,""t"":414},{""x"":1374,""y"":217,""t"":487},{""x"":1402,""y"":166,""t"":536},{""x"":1392,""y"":164,""t"":587},{""x"":1336,""y"":182,""t"":635},{""x"":1353,""y"":168,""t"":688},{""x"":1372,""y"":181,""t"":736},{""x"":1387,""y"":169,""t"":786},{""x"":1375,""y"":146,""t"":858},{""x"":1336,""y"":154,""t"":908}]","{}","1","3","22","validation-stimulus","399","-399",""
"null","null","psychophysics","47","143845","0.0-5.0-2.0-1.19-0.19","","","","","","","","","","","","","","key","null","24.782000000000227","960","536","tracked-stimulus","","","","","","[{""x"":1344,""y"":148,""t"":0},{""x"":1373,""y"":136,""t"":58},{""x"":1457,""y"":155,""t"":109},{""x"":1465,""y"":184,""t"":179},{""x"":1505,""y"":146,""t"":227},{""x"":1268,""y"":284,""t"":277},{""x"":1090,""y"":453,""t"":350},{""x"":1058,""y"":545,""t"":398},{""x"":974,""y"":558,""t"":449},{""x"":965,""y"":542,""t"":521},{""x"":1006,""y"":530,""t"":569},{""x"":1062,""y"":474,""t"":619},{""x"":1023,""y"":453,""t"":670},{""x"":1011,""y"":449,""t"":719},{""x"":913,""y"":455,""t"":792},{""x"":963,""y"":518,""t"":840},{""x"":970,""y"":488,""t"":890}]","{}","1","3","23","validation-stimulus","0","0",""
"null","null","psychophysics","48","144782","0.0-5.0-2.0-1.20-0.20","","","","","","","","","","","","","","key","null","25.007555555555477","960","536","tracked-stimulus","","","","","","[{""x"":1018,""y"":477,""t"":0},{""x"":1023,""y"":472,""t"":64},{""x"":1046,""y"":483,""t"":91},{""x"":1043,""y"":493,""t"":141},{""x"":1083,""y"":536,""t"":215},{""x"":1092,""y"":496,""t"":263},{""x"":773,""y"":525,""t"":313},{""x"":480,""y"":545,""t"":385},{""x"":391,""y"":574,""t"":434},{""x"":404,""y"":556,""t"":485},{""x"":468,""y"":520,""t"":535},{""x"":516,""y"":543,""t"":587},{""x"":514,""y"":536,""t"":634},{""x"":574,""y"":529,""t"":685},{""x"":581,""y"":523,""t"":757},{""x"":555,""y"":525,""t"":806},{""x"":576,""y"":536,""t"":856},{""x"":577,""y"":546,""t"":931}]","{}","1","3","24","validation-stimulus","-399","0",""
"null","null","psychophysics","49","145715","0.0-5.0-2.0-1.21-0.21","","","","","","","","","","","","","","key","null","25.007583333333766","960","536","tracked-stimulus","","","","","","[{""x"":586,""y"":546,""t"":0},{""x"":586,""y"":564,""t"":60},{""x"":638,""y"":566,""t"":110},{""x"":658,""y"":452,""t"":182},{""x"":703,""y"":468,""t"":231},{""x"":739,""y"":383,""t"":285},{""x"":825,""y"":205,""t"":337},{""x"":810,""y"":104,""t"":364},{""x"":864,""y"":93,""t"":414},{""x"":882,""y"":111,""t"":487},{""x"":889,""y"":132,""t"":534},{""x"":911,""y"":129,""t"":584},{""x"":956,""y"":126,""t"":658},{""x"":908,""y"":99,""t"":705},{""x"":910,""y"":104,""t"":754},{""x"":942,""y"":90,""t"":825},{""x"":919,""y"":133,""t"":876},{""x"":869,""y"":139,""t"":925}]","{}","1","3","25","validation-stimulus","0","-399",""
"null","null","psychophysics","50","146660","0.0-5.0-2.0-1.22-0.22","","","","","","","","","","","","","","key","null","24.782189189188962","960","536","tracked-stimulus","","","","","","[{""x"":852,""y"":134,""t"":0},{""x"":822,""y"":192,""t"":62},{""x"":855,""y"":195,""t"":111},{""x"":825,""y"":196,""t"":161},{""x"":1006,""y"":286,""t"":207},{""x"":1105,""y"":432,""t"":280},{""x"":1397,""y"":497,""t"":352},{""x"":1569,""y"":522,""t"":402},{""x"":1605,""y"":578,""t"":429},{""x"":1619,""y"":633,""t"":478},{""x"":1588,""y"":670,""t"":548},{""x"":1485,""y"":679,""t"":622},{""x"":1410,""y"":691,""t"":672},{""x"":1381,""y"":709,""t"":720},{""x"":1346,""y"":676,""t"":795},{""x"":1342,""y"":729,""t"":845},{""x"":1320,""y"":723,""t"":870},{""x"":1318,""y"":717,""t"":919}]","{}","1","3","26","validation-stimulus","399","399",""
"null","null","psychophysics","51","147594","0.0-5.0-2.0-1.23-0.23","","","","","","","","","","","","","","key","null","25.007166666666713","960","536","tracked-stimulus","","","","","","[{""x"":1308,""y"":737,""t"":0},{""x"":1344,""y"":785,""t"":53},{""x"":1316,""y"":785,""t"":101},{""x"":1370,""y"":765,""t"":172},{""x"":1215,""y"":794,""t"":247},{""x"":867,""y"":644,""t"":297},{""x"":496,""y"":397,""t"":346},{""x"":292,""y"":204,""t"":419},{""x"":335,""y"":21,""t"":469},{""x"":394,""y"":-43,""t"":520},{""x"":418,""y"":1,""t"":569},{""x"":473,""y"":41,""t"":620},{""x"":480,""y"":84,""t"":670},{""x"":553,""y"":107,""t"":720},{""x"":575,""y"":107,""t"":772},{""x"":575,""y"":83,""t"":820},{""x"":503,""y"":123,""t"":876},{""x"":440,""y"":129,""t"":926}]","{}","1","3","27","validation-stimulus","-399","-399",""
"null","null","psychophysics","52","148523","0.0-5.0-2.0-1.24-0.24","","","","","","","","","","","","","","key","null","24.33094594594582","960","536","tracked-stimulus","","","","","","[{""x"":425,""y"":130,""t"":0},{""x"":445,""y"":154,""t"":59},{""x"":436,""y"":180,""t"":106},{""x"":913,""y"":345,""t"":178},{""x"":1301,""y"":415,""t"":250},{""x"":1342,""y"":419,""t"":300},{""x"":1262,""y"":544,""t"":349},{""x"":1219,""y"":678,""t"":406},{""x"":1195,""y"":721,""t"":432},{""x"":1143,""y"":729,""t"":481},{""x"":1095,""y"":728,""t"":554},{""x"":1066,""y"":736,""t"":602},{""x"":1053,""y"":701,""t"":650},{""x"":1114,""y"":678,""t"":725},{""x"":1098,""y"":687,""t"":775},{""x"":1057,""y"":711,""t"":823},{""x"":1121,""y"":732,""t"":875},{""x"":1115,""y"":769,""t"":922}]","{}","1","3","28","validation-stimulus","0","399",""
"null","null","psychophysics","53","149456","0.0-5.0-2.0-1.25-0.25","","","","","","","","","","","","","","key","null","24.78162162162197","960","536","tracked-stimulus","","","","","","[{""x"":1115,""y"":777,""t"":0},{""x"":1092,""y"":783,""t"":57},{""x"":1058,""y"":747,""t"":102},{""x"":1034,""y"":749,""t"":174},{""x"":1037,""y"":581,""t"":246},{""x"":1232,""y"":561,""t"":295},{""x"":1381,""y"":531,""t"":344},{""x"":1379,""y"":523,""t"":417},{""x"":1425,""y"":503,""t"":466},{""x"":1467,""y"":505,""t"":516},{""x"":1445,""y"":475,""t"":566},{""x"":1415,""y"":471,""t"":616},{""x"":1404,""y"":457,""t"":684},{""x"":1469,""y"":469,""t"":756},{""x"":1465,""y"":444,""t"":806},{""x"":1454,""y"":451,""t"":856},{""x"":1424,""y"":494,""t"":925}]","{}","1","3","29","validation-stimulus","399","0",""
"null","null","psychophysics","54","150390","0.0-5.0-2.0-1.26-0.26","","","","","","","","","","","","","","key","null","24.129631578947546","960","536","tracked-stimulus","","","","","","[{""x"":1423,""y"":499,""t"":0},{""x"":1411,""y"":521,""t"":67},{""x"":1392,""y"":451,""t"":124},{""x"":1291,""y"":467,""t"":174},{""x"":1037,""y"":553,""t"":236},{""x"":955,""y"":564,""t"":261},{""x"":808,""y"":654,""t"":315},{""x"":570,""y"":727,""t"":363},{""x"":463,""y"":768,""t"":415},{""x"":489,""y"":744,""t"":465},{""x"":533,""y"":783,""t"":515},{""x"":588,""y"":731,""t"":588},{""x"":582,""y"":748,""t"":637},{""x"":577,""y"":774,""t"":687},{""x"":601,""y"":794,""t"":737},{""x"":619,""y"":792,""t"":785},{""x"":605,""y"":764,""t"":855},{""x"":539,""y"":750,""t"":929}]","{}","1","3","30","validation-stimulus","-399","399",""
"null","null","psychophysics","55","152418","0.0-5.0-2.0-0.3","","","","","","","","","","","","","","key","null","24.90446913580232","960","536","tracked-stimulus","","","","","","[{""x"":529,""y"":748,""t"":0},{""x"":564,""y"":744,""t"":55},{""x"":588,""y"":780,""t"":102},{""x"":652,""y"":817,""t"":139},{""x"":774,""y"":753,""t"":212},{""x"":766,""y"":751,""t"":263},{""x"":781,""y"":721,""t"":311},{""x"":911,""y"":616,""t"":362},{""x"":1037,""y"":516,""t"":408},{""x"":1181,""y"":437,""t"":481},{""x"":1216,""y"":447,""t"":553},{""x"":1066,""y"":492,""t"":604},{""x"":991,""y"":509,""t"":651},{""x"":930,""y"":554,""t"":720},{""x"":900,""y"":501,""t"":797},{""x"":992,""y"":490,""t"":846},{""x"":1041,""y"":494,""t"":872},{""x"":1136,""y"":498,""t"":923},{""x"":986,""y"":532,""t"":997},{""x"":1005,""y"":523,""t"":1046},{""x"":989,""y"":512,""t"":1096},{""x"":1029,""y"":510,""t"":1148},{""x"":1034,""y"":488,""t"":1197},{""x"":1059,""y"":502,""t"":1247},{""x"":1085,""y"":489,""t"":1297},{""x"":1080,""y"":460,""t"":1375},{""x"":1016,""y"":469,""t"":1433},{""x"":965,""y"":482,""t"":1504},{""x"":1024,""y"":494,""t"":1554},{""x"":1054,""y"":493,""t"":1606},{""x"":1035,""y"":505,""t"":1655},{""x"":1011,""y"":522,""t"":1691},{""x"":1021,""y"":535,""t"":1745},{""x"":991,""y"":515,""t"":1796},{""x"":1061,""y"":482,""t"":1824},{""x"":976,""y"":495,""t"":1872},{""x"":1015,""y"":485,""t"":1945},{""x"":956,""y"":530,""t"":1996}]","{}","1","4","31","fixation-stimulus","0","0",""
"null","null","psychophysics","56","153351","0.0-5.0-2.0-1.27-0.27","","","","","","","","","","","","","","key","null","24.331621621621338","960","536","tracked-stimulus","","","","","","[{""x"":928,""y"":543,""t"":0},{""x"":1039,""y"":560,""t"":63},{""x"":1054,""y"":509,""t"":92},{""x"":1054,""y"":486,""t"":143},{""x"":1052,""y"":475,""t"":215},{""x"":990,""y"":473,""t"":251},{""x"":1019,""y"":499,""t"":301},{""x"":1088,""y"":561,""t"":327},{""x"":1138,""y"":655,""t"":378},{""x"":1080,""y"":737,""t"":447},{""x"":1089,""y"":723,""t"":518},{""x"":1059,""y"":784,""t"":570},{""x"":987,""y"":827,""t"":606},{""x"":1000,""y"":802,""t"":635},{""x"":927,""y"":777,""t"":684},{""x"":999,""y"":825,""t"":754},{""x"":1075,""y"":812,""t"":826},{""x"":1065,""y"":808,""t"":876},{""x"":1015,""y"":772,""t"":925}]","{}","1","4","32","validation-stimulus","0","399",""
"null","null","psychophysics","57","154292","0.0-5.0-2.0-1.28-0.28","","","","","","","","","","","","","","key","null","24.782297297297486","960","536","tracked-stimulus","","","","","","[{""x"":1009,""y"":755,""t"":0},{""x"":1067,""y"":743,""t"":64},{""x"":1024,""y"":784,""t"":88},{""x"":1003,""y"":823,""t"":138},{""x"":965,""y"":820,""t"":212},{""x"":1087,""y"":577,""t"":282},{""x"":1222,""y"":332,""t"":330},{""x"":1355,""y"":123,""t"":383},{""x"":1432,""y"":64,""t"":430},{""x"":1484,""y"":38,""t"":482},{""x"":1452,""y"":49,""t"":554},{""x"":1465,""y"":66,""t"":604},{""x"":1481,""y"":113,""t"":654},{""x"":1441,""y"":180,""t"":725},{""x"":1431,""y"":181,""t"":774},{""x"":1391,""y"":164,""t"":822},{""x"":1388,""y"":137,""t"":893}]","{}","1","4","33","validation-stimulus","399","-399",""
"null","null","psychophysics","58","155232","0.0-5.0-2.0-1.29-0.29","","","","","","","","","","","","","","key","null","24.78181081081149","960","536","tracked-stimulus","","","","","","[{""x"":1379,""y"":139,""t"":0},{""x"":1401,""y"":93,""t"":79},{""x"":1424,""y"":131,""t"":127},{""x"":1358,""y"":166,""t"":176},{""x"":1286,""y"":285,""t"":248},{""x"":1210,""y"":318,""t"":296},{""x"":1379,""y"":367,""t"":346},{""x"":1499,""y"":539,""t"":397},{""x"":1555,""y"":604,""t"":446},{""x"":1620,""y"":648,""t"":519},{""x"":1597,""y"":646,""t"":568},{""x"":1588,""y"":610,""t"":618},{""x"":1544,""y"":613,""t"":688},{""x"":1419,""y"":613,""t"":737},{""x"":1376,""y"":644,""t"":789},{""x"":1412,""y"":625,""t"":864},{""x"":1405,""y"":672,""t"":914}]","{}","1","4","34","validation-stimulus","399","399",""
"null","null","psychophysics","59","156173","0.0-5.0-2.0-1.30-0.30","","","","","","","","","","","","","","key","null","24.782189189188962","960","536","tracked-stimulus","","","","","","[{""x"":1424,""y"":668,""t"":0},{""x"":1436,""y"":673,""t"":58},{""x"":1418,""y"":649,""t"":107},{""x"":1446,""y"":660,""t"":179},{""x"":959,""y"":540,""t"":251},{""x"":641,""y"":394,""t"":299},{""x"":511,""y"":256,""t"":348},{""x"":419,""y"":112,""t"":397},{""x"":380,""y"":71,""t"":446},{""x"":452,""y"":23,""t"":518},{""x"":461,""y"":65,""t"":570},{""x"":457,""y"":108,""t"":618},{""x"":481,""y"":104,""t"":670},{""x"":496,""y"":87,""t"":718},{""x"":504,""y"":115,""t"":791},{""x"":517,""y"":103,""t"":840},{""x"":491,""y"":132,""t"":889}]","{}","1","4","35","validation-stimulus","-399","-399",""
"null","null","psychophysics","60","157111","0.0-5.0-2.0-1.31-0.31","","","","","","","","","","","","","","key","null","25.47047222222237","960","536","tracked-stimulus","","","","","","[{""x"":512,""y"":139,""t"":0},{""x"":490,""y"":136,""t"":63},{""x"":485,""y"":118,""t"":88},{""x"":523,""y"":135,""t"":139},{""x"":835,""y"":321,""t"":211},{""x"":1077,""y"":348,""t"":260},{""x"":1115,""y"":409,""t"":310},{""x"":1048,""y"":246,""t"":383},{""x"":988,""y"":147,""t"":430},{""x"":877,""y"":128,""t"":486},{""x"":840,""y"":96,""t"":537},{""x"":838,""y"":96,""t"":564},{""x"":832,""y"":105,""t"":613},{""x"":909,""y"":137,""t"":687},{""x"":854,""y"":117,""t"":738},{""x"":785,""y"":135,""t"":789},{""x"":846,""y"":126,""t"":862},{""x"":830,""y"":108,""t"":911}]","{}","1","4","36","validation-stimulus","0","-399",""
"null","null","psychophysics","61","158050","0.0-5.0-2.0-1.32-0.32","","","","","","","","","","","","","","key","null","24.782135135135487","960","536","tracked-stimulus","","","","","","[{""x"":827,""y"":117,""t"":0},{""x"":835,""y"":91,""t"":59},{""x"":843,""y"":75,""t"":109},{""x"":1061,""y"":154,""t"":160},{""x"":1223,""y"":288,""t"":211},{""x"":1441,""y"":396,""t"":279},{""x"":1560,""y"":371,""t"":351},{""x"":1594,""y"":325,""t"":399},{""x"":1628,""y"":303,""t"":450},{""x"":1626,""y"":338,""t"":496},{""x"":1593,""y"":340,""t"":547},{""x"":1584,""y"":346,""t"":620},{""x"":1536,""y"":339,""t"":670},{""x"":1506,""y"":356,""t"":718},{""x"":1552,""y"":347,""t"":788},{""x"":1474,""y"":379,""t"":839},{""x"":1469,""y"":373,""t"":888}]","{}","1","4","37","validation-stimulus","399","0",""
"null","null","psychophysics","62","158988","0.0-5.0-2.0-1.33-0.33","","","","","","","","","","","","","","key","null","24.782162162162226","960","536","tracked-stimulus","","","","","","[{""x"":1463,""y"":400,""t"":0},{""x"":1496,""y"":393,""t"":58},{""x"":1509,""y"":369,""t"":106},{""x"":1315,""y"":481,""t"":178},{""x"":1116,""y"":589,""t"":249},{""x"":1086,""y"":597,""t"":298},{""x"":828,""y"":602,""t"":349},{""x"":542,""y"":541,""t"":398},{""x"":432,""y"":455,""t"":448},{""x"":445,""y"":445,""t"":518},{""x"":442,""y"":460,""t"":566},{""x"":479,""y"":440,""t"":619},{""x"":507,""y"":493,""t"":689},{""x"":529,""y"":511,""t"":738},{""x"":519,""y"":507,""t"":788},{""x"":513,""y"":519,""t"":836},{""x"":488,""y"":529,""t"":886}]","{}","1","4","38","validation-stimulus","-399","0",""
"null","null","psychophysics","63","159931","0.0-5.0-2.0-1.34-0.34","","","","","","","","","","","","","","key","null","25.232756756756586","960","536","tracked-stimulus","","","","","","[{""x"":491,""y"":512,""t"":0},{""x"":522,""y"":520,""t"":55},{""x"":587,""y"":534,""t"":105},{""x"":931,""y"":524,""t"":177},{""x"":1111,""y"":492,""t"":227},{""x"":1246,""y"":505,""t"":278},{""x"":964,""y"":615,""t"":346},{""x"":668,""y"":701,""t"":418},{""x"":541,""y"":739,""t"":468},{""x"":527,""y"":751,""t"":522},{""x"":532,""y"":775,""t"":573},{""x"":607,""y"":770,""t"":597},{""x"":631,""y"":786,""t"":651},{""x"":669,""y"":796,""t"":722},{""x"":699,""y"":798,""t"":770},{""x"":695,""y"":811,""t"":818},{""x"":660,""y"":815,""t"":890}]","{}","1","4","39","validation-stimulus","-399","399",""
"null","null","psychophysics","64","160870","0.0-5.0-2.0-1.35-0.35","","","","","","","","","","","","","","key","null","24.782189189188962","960","536","tracked-stimulus","","","","","","[{""x"":638,""y"":800,""t"":0},{""x"":780,""y"":704,""t"":58},{""x"":874,""y"":707,""t"":119},{""x"":926,""y"":696,""t"":169},{""x"":973,""y"":676,""t"":242},{""x"":1012,""y"":546,""t"":293},{""x"":1040,""y"":459,""t"":347},{""x"":986,""y"":461,""t"":417},{""x"":1050,""y"":481,""t"":464},{""x"":1100,""y"":497,""t"":515},{""x"":1128,""y"":514,""t"":588},{""x"":1103,""y"":538,""t"":638},{""x"":1113,""y"":510,""t"":687},{""x"":1090,""y"":520,""t"":741},{""x"":1049,""y"":521,""t"":790},{""x"":1008,""y"":532,""t"":839},{""x"":964,""y"":475,""t"":889}]","{}","1","4","40","validation-stimulus","0","0",""
"null","null","psychophysics","65","162896","0.0-5.0-2.0-0.4","","","","","","","","","","","","","","key","null","24.397451219512376","960","536","tracked-stimulus","","","","","","[{""x"":961,""y"":528,""t"":0},{""x"":1034,""y"":537,""t"":78},{""x"":985,""y"":496,""t"":129},{""x"":949,""y"":469,""t"":157},{""x"":991,""y"":468,""t"":204},{""x"":989,""y"":523,""t"":279},{""x"":978,""y"":500,""t"":353},{""x"":1006,""y"":501,""t"":403},{""x"":976,""y"":493,""t"":452},{""x"":1030,""y"":478,""t"":500},{""x"":1079,""y"":478,""t"":551},{""x"":1083,""y"":474,""t"":603},{""x"":1162,""y"":503,""t"":653},{""x"":1199,""y"":501,""t"":724},{""x"":1186,""y"":491,""t"":774},{""x"":904,""y"":527,""t"":820},{""x"":804,""y"":490,""t"":890},{""x"":806,""y"":495,""t"":936},{""x"":783,""y"":532,""t"":986},{""x"":820,""y"":569,""t"":1059},{""x"":842,""y"":562,""t"":1128},{""x"":941,""y"":519,""t"":1183},{""x"":990,""y"":541,""t"":1234},{""x"":857,""y"":552,""t"":1283},{""x"":780,""y"":561,""t"":1333},{""x"":699,""y"":545,""t"":1390},{""x"":671,""y"":599,""t"":1414},{""x"":816,""y"":617,""t"":1463},{""x"":877,""y"":545,""t"":1533},{""x"":1076,""y"":519,""t"":1606},{""x"":1177,""y"":498,""t"":1675},{""x"":1109,""y"":481,""t"":1724},{""x"":1141,""y"":479,""t"":1772},{""x"":1162,""y"":470,""t"":1846},{""x"":1148,""y"":492,""t"":1897},{""x"":1094,""y"":498,""t"":1948},{""x"":1096,""y"":511,""t"":1997}]","{}","1","5","41","fixation-stimulus","0","0",""
"null","null","psychophysics","66","163837","0.0-5.0-2.0-1.36-0.36","","","","","","","","","","","","","","key","null","24.782027027027752","960","536","tracked-stimulus","","","","","","[{""x"":1097,""y"":503,""t"":0},{""x"":1019,""y"":491,""t"":61},{""x"":992,""y"":478,""t"":91},{""x"":929,""y"":486,""t"":145},{""x"":956,""y"":489,""t"":195},{""x"":1001,""y"":496,""t"":246},{""x"":1205,""y"":379,""t"":295},{""x"":1348,""y"":272,""t"":343},{""x"":1431,""y"":82,""t"":414},{""x"":1396,""y"":73,""t"":485},{""x"":1348,""y"":92,""t"":537},{""x"":1342,""y"":87,""t"":587},{""x"":1366,""y"":108,""t"":624},{""x"":1400,""y"":98,""t"":674},{""x"":1419,""y"":77,""t"":720},{""x"":1388,""y"":101,""t"":791},{""x"":1392,""y"":104,""t"":841},{""x"":1394,""y"":105,""t"":890}]","{}","1","5","42","validation-stimulus","399","-399",""
"null","null","psychophysics","67","164779","0.0-5.0-2.0-1.37-0.37","","","","","","","","","","","","","","key","null","24.782189189188962","960","536","tracked-stimulus","","","","","","[{""x"":1419,""y"":95,""t"":0},{""x"":1384,""y"":86,""t"":62},{""x"":1352,""y"":89,""t"":110},{""x"":1390,""y"":106,""t"":159},{""x"":1378,""y"":130,""t"":208},{""x"":1300,""y"":166,""t"":276},{""x"":960,""y"":313,""t"":353},{""x"":929,""y"":367,""t"":404},{""x"":938,""y"":377,""t"":430},{""x"":988,""y"":347,""t"":478},{""x"":1050,""y"":380,""t"":551},{""x"":1166,""y"":385,""t"":623},{""x"":1144,""y"":372,""t"":671},{""x"":1152,""y"":397,""t"":719},{""x"":1113,""y"":444,""t"":793},{""x"":1094,""y"":458,""t"":842},{""x"":1092,""y"":446,""t"":891}]","{}","1","5","43","validation-stimulus","0","0",""
